recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck
208779629,"{'steamid': '76561198935673559', 'num_games_owned': 0, 'num_reviews': 23, 'playtime_forever': 8081, 'playtime_last_two_weeks': 1407, 'playtime_at_review': 4712, 'last_played': 1764856302}",japanese,"2025年のセールで購入。発売後5年近くが経過してからのプレイとなりました。発売当初は色々あったようですが、今プレイする分には、普通に落ち着いて楽しめるオープンワールドゲームになっています。

システム全般にクセがなく、GTAなりFalloutなり、他のオープンワールドが好きだった人なら、何ら問題なく、すんなり入れると思います。

多くの人が称賛している通り、街や世界観の作り込みが凄いです。イベント、サブクエストなどもボリューム満点、DLCでさらにボリュームが増すので、同時の購入をお薦めします。

どうでもいい不満点：
食べ物屋がただのアイテム販売店になっているのが残念。序盤でジャッキーが美味そうに食ってるように、俺も謎の箱中華をワシワシと食いたかった。",1762668109,1762668109,True,6,0,0.598540186882019043,0,True,False,False,False
209111466,"{'steamid': '76561199513161224', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 7608, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7540, 'deck_playtime_at_review': 2052, 'last_played': 1763039982}",japanese,洗練されつくしたマップ構成が美しい、普通に時間がみるみる溶けていくゲーム、やったらわかる,1763034743,1763034743,True,3,0,0.547325074672698975,0,True,False,False,False
209437230,"{'steamid': '76561198201712157', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 14883, 'playtime_last_two_weeks': 0, 'playtime_at_review': 14883, 'last_played': 1726906186}",japanese,"随分前に遊んだゲームでしたが、面白かったにも関わらずレビューを投稿していなかったのでします。
自分はオープンワールドのゲームが特に好きで多く遊んでいますが、ここまで独自の世界観を上手くマップに落とし込んでいるゲームは他に知らないです。世界構築があまりにも見事です。
スニークやハッキング、力任せのプレイングなど世界観に沿った戦闘行動も多彩で、今まで遊んできたゲームの中でも特に強く印象に残った本当に面白いゲームでした。",1763340811,1763340811,True,4,0,0.540229856967926025,0,True,False,False,False
212499226,"{'steamid': '76561198812815732', 'num_games_owned': 0, 'num_reviews': 30, 'playtime_forever': 7257, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7257, 'last_played': 1741118429}",japanese,もう何年も前ですがps4proで満足にこのゲームが動かなかったので背伸びしてゲーミングパソコン買ったのが懐かしい。いまだに時代に合わせこのゲームはグラフィックを強化しているので当時買ったパソコンも型落ちになってしまいました。,1764792596,1764792596,True,1,0,0.523809552192687988,0,True,False,False,False
211488991,"{'steamid': '76561198316690359', 'num_games_owned': 118, 'num_reviews': 12, 'playtime_forever': 2715, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2715, 'last_played': 1722530893}",japanese,"サイバーパンクエッジランナーズを見てからハマりました
最初はエッジランナーズの聖地巡礼と思って始めたのに、いつの間にか本編ストーリーやサブクエにもどっぷりハマり、このゲームが好きになっていた。
エッジランナーズが好きな人、選択肢でストーリーが分岐するのが好きな人、クイックハックでスパイプレイをしたい人、サンデヴィスタンの圧倒的暴力で敵を制圧したい人にオススメします。

ただしアダムスマッシャー、テメーはダメだ",1764359480,1764359480,True,1,2,0.523809552192687988,0,True,False,False,False
211922260,"{'steamid': '76561199791820336', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 1137, 'playtime_last_two_weeks': 15, 'playtime_at_review': 1137, 'last_played': 1764513331}",japanese,コンソールからゲーミングPCに移ったキッカケとなったゲーム、コレ1本で何十時間でも遊べる。,1764512786,1764516114,True,1,0,0.521108627319335938,0,True,False,False,False
212767865,"{'steamid': '76561199593392662', 'num_games_owned': 0, 'num_reviews': 10, 'playtime_forever': 4507, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4507, 'last_played': 1763036490}",japanese,"総評★★★★☆

〈概要〉
猛烈に面白いストーリー
マルチエンディング
サイバーパンクな世界で暴れ回る
キャラクリエイトあり
武器だけでなく自らを改造できる
キアヌリーブスと共に
多彩な戦闘スタイル
魅力的な登場人物
恋愛要素がある

〈良い点〉
とにかく綺麗でカッコいい世界観。自分をカスタマイズできるサイバーウエアのおかげで二段ジャンプができたり、敵をハックして攻撃したり、とにかくいろいろできる。
登場人物が魅力的で、個人的にはジュディ推し。※steam版はアダルト要素もあるので、シーンによっては家族の前では注意が必要かもしれない。
ストーリーが泣ける。キアヌリーブスとの関係性が変わっていくのも面白い。最後はどんな形であれ泣ける。絆の物語。
GTA、ウォッチドッグス、Skyrim、falloutに負けない極上のオープンワールドゲームである。

〈悪い点〉
せっかくキャラクリエイトで美男美女を作っても、メニュー画面以外では、一人称視点なので、姿を見る機会がほとんどない。しかも鏡に映るシーンでは、劣化して映る。三人称視点modもあるがイマイチなので、おすすめしない。
移動が多いのに、乗り物の操作性が悪い。ストレス。
武器のカスタマイズはおまけ程度。次々に新しい武器が手に入るのでカスタマイズしてもすぐ手放さなければならない。
サイレンサーが無意味。隠れて無音でヘッドショットしても何故か周囲の敵に居場所がバレるので、サイレンサーが全く意味をもたない。ハッキングで攻撃しても、逆探知でほとんど気付かれる。結局、ゴリゴリのぶっ放しプレイに持ち込まなければならない。
ジュディと恋人になるには女性主人公でなければいけないので、性別を男性キャラにしにくい。しかも女性主人公だと、マッチョな男性キャラクターとの恋愛に発展してしまうこともあるので、ラブシーンが見てられない。

〈まとめ〉
SALEなら迷わず購入だ！！",1765107137,1765107137,True,1,0,0.519999980926513672,0,True,False,False,False
211285774,"{'steamid': '76561198013320340', 'num_games_owned': 0, 'num_reviews': 11, 'playtime_forever': 15552, 'playtime_last_two_weeks': 0, 'playtime_at_review': 15552, 'last_played': 1734222184}",japanese,"TRPG原作を軸に作り込まれた世界観と自由度の高いオープンワールドFPSです。
ナイトシティに引き込まれ、一人の傭兵として時間を忘れてプレイしてました。

巨大企業による支配、跋扈するギャングたち、腐敗している警察と
とにかく終わりまくっているディストピアで主人公のVが傭兵として成り上がっていくゲームです。
地区によって企業の手が届いていなかったり、まったく違うギャングがいたりと
メインクエストで街を転々としていく中で、いろんな変化と発見があります。

V自体の生い立ち、武器、パーク、そしてマルチエンディングで何度も違ったロールプレイができ。
キャラとの会話次第で違う終わり方、報酬になるのでスルメゲーのようなやりがいがあります。

以下箇条書き
■良い点
・ナイトシティの作り込み、世界観、キャラクター
・メイン、サブクエストのアプローチの自由さ、会話選択の幅広さ
・世界観とFPSを活かしたブレインダンスの追体験
・ローカライズ完璧！
・アップデートで服などおしゃれがしやすくなりました。
・MODが豊富で知識があればさらに楽しめる

■悪い点
・生い立ちとマルチエンディングの分岐が関係がない
・車両はあまりカスタマイズできません、
・空を飛んでる車がありますがストーリー出てくるくらいで乗れません
・道中あるテキストアイテムはジャーナルで再度見れるようになっているけど、
　とんでもない量あるので後半に見つけることが難しくなってくる、都度読まないとまぁ読まない

世界観を共有するアニメ、サイバーパンク：エッジランナーズを見ていれば
ゲーム内で聖地巡礼ができちゃいます。

長年のアップデートでバグが少なくなってパーク周りも一新、
かなり遊びやすくなってます。世界観が好きであれば、文句無しでおすすめできる作品です。

反応パークのダッシュ、空中ダッシュおすすめです。NINJAになれます",1764282861,1764283292,True,3,1,0.506160318851470947,0,True,False,False,False
212894273,"{'steamid': '76561199508683981', 'num_games_owned': 6, 'num_reviews': 1, 'playtime_forever': 2509, 'playtime_last_two_weeks': 2509, 'playtime_at_review': 2146, 'last_played': 1765277279}",japanese,"学生時代にドハマリしたゲームの一つ。いつのまにか大型アップデートやDLCが追加されていたので、改めてプレイしてみましたが、やっぱりおもしろいです！
戦い方や物語の進め方はプレイヤー次第。自由度は高いですが、クエストやストーリーの導線が丁寧で、何をしたらいいか分からず途方に暮れるようなこともありません。おすすめです！",1765254854,1765254854,True,0,0,0.5,0,True,False,False,False
212769687,"{'steamid': '76561198765423891', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 297, 'playtime_last_two_weeks': 297, 'playtime_at_review': 297, 'last_played': 1765108963}",japanese,グラフィックのクオリティが高い。操作は初心者に難しい。,1765109011,1765109011,True,0,0,0.5,0,True,False,False,False
