recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck
95775653,"{'steamid': '76561199186729639', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 9057, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1933, 'last_played': 1663062720}",japanese,"このゲームは、楽しい側と面白くない側で別れますが
私は楽しいと思います。 ゲームは楽しく遊ぶもので そんなに考えなくても出来ます。
慣れてくると ギスギスするみたいですが、一度さわり程度なら良いかと
3人部隊で構成され フィールドに駆り出される。一応『無料ゲーム』とゆうことを忘れずに
勝ち負けを決めるゲームでもありますから『一人熱くなると場の空気が悪くなるので注意!!』
常日頃から楽しくー楽しくールンルン♪とゆう感じにプレイすれば何でも許せますよ～
.広い心をもってプレイして頂けたら幸いです。
私はまだ買って間もないですが、毎日楽しく遊ばせて頂いています～('ω')
PC初心者でも遊べるゲームなのでお気軽に～
ぱそこんとすいっちとPS4と一緒にできますので フレンドと遊ぶ際は、ご安心を～
賛否両論にはなりますが～楽しい日々を送れることを願っています。　また戦場で！！",1626344997,1626344997,True,3,0,0.516129016876220703,0,True,False,False,False
164490903,"{'steamid': '76561199220070842', 'num_games_owned': 13, 'num_reviews': 2, 'playtime_forever': 194924, 'playtime_last_two_weeks': 5497, 'playtime_at_review': 145702, 'last_played': 1765214881}",japanese,"チーター、コンバーター、チーミングがたっくさんいるゲーム
足音がないくPADにボコられるゲーム
東京サーバーがおかしいゲーム
どんなに東京サーバーがやばくても運営は気にしないゲーム
東京サーバーなのに中国人韓国人が多いなんで自分達のサーバーでプレイしないんだ？ｗ",1714912652,1714912652,True,85,11,0.77776181697845459,0,True,False,False,False
92877388,"{'steamid': '76561199141010589', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 21805, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3015, 'last_played': 1696428240}",japanese,チーターとスマーフを駆逐してくれたら言うこと無しです。,1622389356,1622389356,True,0,0,0.5,0,True,True,False,False
136315853,"{'steamid': '76561199164534439', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 206619, 'playtime_last_two_weeks': 820, 'playtime_at_review': 114819, 'last_played': 1765201443}",japanese,ゲーム性は文句なしに一級です。バグが多いのが難点ですが。,1680927168,1681966977,True,0,0,0.523255825042724609,0,True,False,False,False
115775903,"{'steamid': '76561198146162822', 'num_games_owned': 0, 'num_reviews': 35, 'playtime_forever': 172536, 'playtime_last_two_weeks': 95, 'playtime_at_review': 167789, 'last_played': 1764926428}",japanese,"よォ！ブラザー！こっちは撃たれてるぜ♡
ジブラルタルのケツを眺めるゲーム",1653122153,1734392171,True,1,0,0.497942358255386353,0,True,False,False,False
114177486,"{'steamid': '76561198998204460', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 65993, 'playtime_last_two_weeks': 0, 'playtime_at_review': 914, 'last_played': 1715934070}",japanese,低ランクにチーターがいないので初心者に優しい,1650465393,1650465393,True,0,0,0.476190477609634399,0,True,False,False,False
108464593,"{'steamid': '76561199092452168', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 78084, 'playtime_last_two_weeks': 0, 'playtime_at_review': 43974, 'last_played': 1757744625}",japanese,ハックを使って遊ぼう,1642776791,1642776791,True,3,1,0.561911642551422119,0,True,False,False,False
114569540,"{'steamid': '76561199125251998', 'num_games_owned': 90, 'num_reviews': 4, 'playtime_forever': 82993, 'playtime_last_two_weeks': 105, 'playtime_at_review': 61856, 'last_played': 1765114143}",japanese,最初は楽しかった。それだけです。,1651077534,1651077534,True,2,1,0.545454561710357666,0,True,False,False,False
98186316,"{'steamid': '76561199124055102', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 66510, 'playtime_last_two_weeks': 0, 'playtime_at_review': 25976, 'last_played': 1762420659}",japanese,いまはじきじゃない,1629862876,1629862876,True,0,0,0.5,0,True,False,False,False
105447617,"{'steamid': '76561199189193200', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 47752, 'playtime_last_two_weeks': 0, 'playtime_at_review': 29795, 'last_played': 1690394432}",japanese,muryouhousyuugatakusann,1638941814,1638941814,True,0,0,0.488126635551452637,0,True,False,False,False
106721693,"{'steamid': '76561198972167620', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 30310, 'playtime_last_two_weeks': 0, 'playtime_at_review': 17981, 'last_played': 1743303281}",japanese,"gomige-
",1640672841,1674885579,True,0,0,0.5,0,True,False,False,False
101027640,"{'steamid': '76561199213899890', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 46875, 'playtime_last_two_weeks': 0, 'playtime_at_review': 609, 'last_played': 1747085169}",japanese,"おもしい
ただそれだけ",1634196449,1634196449,True,0,0,0.49277457594871521,0,True,False,False,False
90675508,"{'steamid': '76561198928385595', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 94945, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4409, 'last_played': 1720108867}",japanese,kamige-,1619005524,1619005524,True,0,0,0.5,0,True,False,False,False
163888254,"{'steamid': '76561199274321495', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 6996, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1289, 'last_played': 1751040184}",japanese,"このゲームはとても楽しい
",1714455649,1714455649,True,1,0,0.5,0,True,False,False,False
87105890,"{'steamid': '76561199142319415', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 39056, 'playtime_last_two_weeks': 402, 'playtime_at_review': 198, 'last_played': 1765016213}",japanese,おもろい,1613839037,1613839037,True,0,0,0.5,0,True,False,False,False
90055895,"{'steamid': '76561199115913913', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 15769, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2094, 'last_played': 1755433025}",japanese,kami,1618047891,1618047891,True,0,0,0.5,0,True,True,False,False
114957411,"{'steamid': '76561199220513774', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 112181, 'playtime_last_two_weeks': 329, 'playtime_at_review': 11011, 'last_played': 1765013399}",japanese,"fef
",1651702839,1651702839,True,0,0,0.5,0,True,False,False,False
